Acronyme,Nomdelorganisation,Typedorganisation,adm1code,adm2code,date,Secteur
INSO,International NGO Safety Organisation,ONG Internationale,HT01,HT0114,01feb2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT08,HT0831,01feb2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT04,HT0423,01feb2025,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT03,HT0331,01sep2020,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT01,HT0135,01sep2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT04,HT0421,01sep2024,Coord. & Log. & services support
UNOPS,BUREAU DES NATIONS UNIES POUR LES SERVICES D'APPUI AUX PROJETS,Nations Unies,HT02,HT0232,01sep2020,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT06,HT0613,01sep2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT05,HT0522,01sep2020,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0135,01feb2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT04,HT0413,01sep2024,Coord. & Log. & services support
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT01,HT0135,01sep2020,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT08,HT0815,01feb2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT07,HT0753,01sep2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT10,HT1023,01jun2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT06,HT0614,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT09,HT0934,01feb2025,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT07,HT0723,01jun2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT10,HT1025,01jun2024,Coord. & Log. & services support
UNOPS,BUREAU DES NATIONS UNIES POUR LES SERVICES D'APPUI AUX PROJETS,Nations Unies,HT06,HT0642,01sep2020,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT10,HT1032,01feb2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT04,HT0411,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0116,01jun2024,Coord. & Log. & services support
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT04,HT0433,24jun2022,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT04,HT0431,01feb2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT05,HT0541,01jun2024,Coord. & Log. & services support
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT04,HT0442,01sep2020,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT07,HT0716,01sep2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT03,HT0312,01sep2020,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT03,HT0372,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT02,HT0231,01jun2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT01,HT0118,01sep2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT10,HT1012,01jun2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT06,HT0614,01feb2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT10,HT1021,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT07,HT0723,01feb2025,Coord. & Log. & services support
PAM,Programme Alimentaire Mondial,Nations Unies,HT01,HT0117,01feb2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT03,HT0362,01sep2020,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT02,HT0234,01sep2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT05,HT0523,01sep2020,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT07,HT0713,01feb2025,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT08,HT0813,01feb2024,Coord. & Log. & services support
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT10,HT1022,01sep2020,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT07,HT0722,01jun2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT07,HT0711,01jun2024,Coord. & Log. & services support
UNOPS,BUREAU DES NATIONS UNIES POUR LES SERVICES D'APPUI AUX PROJETS,Nations Unies,HT06,HT0611,01sep2020,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT06,HT0623,01jun2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT04,HT0411,01feb2025,Coord. & Log. & services support
HC,HAITI COMMUNITERE,ONG Nationale,HT01,HT0141,01sep2020,Coord. & Log. & services support
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT03,HT0344,24jun2022,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT07,HT0731,01jun2024,Coord. & Log. & services support
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT05,HT0552,01sep2020,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT06,HT0614,01jun2024,Coord. & Log. & services support
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT10,HT1031,01sep2020,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT01,HT0141,01sep2024,Coord. & Log. & services support
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT01,HT0112,24jun2022,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0112,01feb2025,Coord. & Log. & services support
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT05,HT0513,24jun2022,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0132,01jun2024,Coord. & Log. & services support
ICDH,INITIATIVE CITOYENNE POUR LES DROITS DE L'HOMME,ONG Nationale,HT01,HT0118,24jun2022,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT01,HT0114,01sep2020,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT07,HT0732,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT08,HT0815,01sep2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT01,HT0118,01feb2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT08,HT0814,01feb2025,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT08,HT0814,01sep2024,Coord. & Log. & services support
OOI,OVERTURE OUTREACH INTERNATIONAL,ONG Internationale,HT07,HT0712,01sep2020,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT04,HT0421,01feb2024,Coord. & Log. & services support
HI,Humanité & Inclusion,ONG Internationale,HT05,HT0511,01feb2025,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT03,HT0351,01feb2025,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT09,HT0931,01feb2024,Coord. & Log. & services support
FHAIPH,FÉDÉRATION HAÏTIENNE DES ASSOCIATIONS ET INSTITUTIONS DES PERSONNES HANDICAPÉES D'HAITI,ONG Nationale,HT05,HT0511,24jun2022,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT08,HT0831,01jun2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT03,HT0345,01sep2020,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT02,HT0214,01feb2025,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT06,HT0631,01jun2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT08,HT0833,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT07,HT0711,01feb2025,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT04,HT0422,01feb2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT01,HT0114,01feb2024,Coord. & Log. & services support
OOI,OVERTURE OUTREACH INTERNATIONAL,ONG Internationale,HT07,HT0711,01sep2020,Coord. & Log. & services support
HI,Humanité & Inclusion,ONG Internationale,HT01,HT0112,01feb2025,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT03,HT0352,01feb2025,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT05,HT0552,01sep2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT01,HT0123,01sep2020,Coord. & Log. & services support
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT08,HT0821,01sep2020,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT09,HT0932,01jun2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT06,HT0623,01feb2025,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT04,HT0421,01sep2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT03,HT0361,01sep2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0131,01jun2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT04,HT0441,01sep2020,Coord. & Log. & services support
HI,Humanité & Inclusion,ONG Internationale,HT01,HT0113,01feb2025,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT04,HT0422,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT05,HT0541,01feb2025,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT03,HT0313,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0142,01sep2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT03,HT0351,01feb2025,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT10,HT1031,01feb2025,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0142,01feb2024,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT07,HT0716,01sep2020,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT01,HT0113,01feb2025,Coord. & Log. & services support
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT05,HT0552,01sep2020,Coord. & Log. & services support
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT03,HT0372,01sep2020,Coord. & Log. & services support
FHAIPH,FÉDÉRATION HAÏTIENNE DES ASSOCIATIONS ET INSTITUTIONS DES PERSONNES HANDICAPÉES D'HAITI,ONG Nationale,HT01,HT0112,24jun2022,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT07,HT0753,01feb2025,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT01,HT0111,01jun2024,Coord. & Log. & services support
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT07,HT0733,24jun2022,Coord. & Log. & services support
STARFYSH,STARFYSH,ONG Nationale,HT06,HT0633,11may2023,Coord. & Log. & services support
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT08,HT0822,24jun2022,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT10,HT1014,01feb2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT01,HT0134,01jun2024,Coord. & Log. & services support
VISION4WORD,VISION4WORD,ONG Internationale,HT10,HT1013,24jun2022,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT05,HT0551,01jun2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT05,HT0523,01feb2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT05,HT0543,01feb2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT09,HT0913,01feb2024,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT08,HT0814,01feb2024,Coord. & Log. & services support
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT03,HT0323,24jun2022,Coord. & Log. & services support
INSO,International NGO Safety Organisation,ONG Internationale,HT02,HT0234,01sep2024,Coord. & Log. & services support
OOI,OVERTURE OUTREACH INTERNATIONAL,ONG Internationale,HT07,HT0743,01sep2020,Coord. & Log. & services support
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT05,HT0542,01sep2020,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT10,HT1025,01jun2024,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT03,HT0322,01feb2025,Coord. & Log. & services support
PAM,Programme Alimentaire Mondial,Nations Unies,HT10,HT1011,01feb2025,Coord. & Log. & services support
UNDSS,United Nations Department for Safety and Security,Nations Unies,HT10,HT1032,01jun2024,Coord. & Log. & services support
OCHA,Bureau des Nations unies pour la coordination des affaires humanitaires,Nations Unies,HT05,HT0541,01feb2024,Coord. & Log. & services support
